HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes,Complete
6226,CITY OF FOUNTAIN CITY - BUFFALO COUNTY,66.00,182.50,8.00,136.00,29.00,852.00,19.00,0.00,,1
6251,CITY OF MONDOVI - BUFFALO COUNTY,158.00,170.00,42.00,395.00,225.00,"1,350.00",124.00,0.00,,1
7002,TOWN OF ANDERSON - BURNETT COUNTY,63.38,0.00,44.97,22.07,29.20,563.00,179.17,33.60,Mileage reimbursement for delivering election results to school and county.,1
7004,TOWN OF BLAINE - BURNETT COUNTY,85.45,0.00,1.90,5.00,50.00,554.00,0.00,0.00,,1
7006,TOWN OF DANIELS - BURNETT COUNTY,63.38,0.00,18.48,22.07,0.00,581.87,240.88,0.00,,1
7008,TOWN OF DEWEY - BURNETT COUNTY,85.45,0.00,6.36,0.00,0.00,872.50,0.00,0.00,,1
7010,TOWN OF GRANTSBURG - BURNETT COUNTY,63.38,0.00,18.00,102.07,139.26,"1,459.48",0.00,113.20,$70.00 Port a Potty Rental $43.20 Reimburse Clerk Mileage,1
7012,TOWN OF JACKSON - BURNETT COUNTY,63.38,0.00,36.75,278.07,0.00,960.00,22.00,0.00,,1
7014,TOWN OF LA FOLLETTE - BURNETT COUNTY,63.38,0.00,1.01,90.00,0.00,573.13,0.00,0.00,,1
7016,TOWN OF LINCOLN - BURNETT COUNTY,63.38,0.00,3.18,22.07,0.00,868.12,0.00,0.00,,1
7018,TOWN OF MEENON - BURNETT COUNTY,63.38,0.00,7.80,22.07,0.00,595.00,0.00,0.00,,1
7020,TOWN OF OAKLAND - BURNETT COUNTY,63.38,22.07,75.00,30.00,0.00,"1,000.00",60.00,102.94,$85.00 Port-a-potty $17.94 Supper,1
7022,TOWN OF ROOSEVELT - BURNETT COUNTY,63.39,0.00,0.00,22.07,20.80,665.00,0.00,0.00,,1
7024,TOWN OF RUSK - BURNETT COUNTY,84.65,0.00,6.00,0.00,0.00,610.00,0.00,0.00,,1
7026,TOWN OF SAND LAKE - BURNETT COUNTY,63.39,0.00,0.00,72.07,0.00,"1,036.00",0.00,85.00,Port a Potty Rental,1
7028,TOWN OF SCOTT - BURNETT COUNTY,63.39,2.40,51.22,22.07,77.96,528.81,45.00,864.20,,1
7030,TOWN OF SIREN - BURNETT COUNTY,63.39,0.00,22.05,102.07,0.00,819.00,0.00,0.00,,1
7032,TOWN OF SWISS - BURNETT COUNTY,65.00,0.00,10.00,341.83,0.00,"1,164.97",0.00,0.00,,1
7034,TOWN OF TRADE LAKE - BURNETT COUNTY,63.37,10.00,0.00,22.07,0.00,"1,495.24",0.00,254.88,Reimbursed Mileage,1
7036,TOWN OF UNION - BURNETT COUNTY,62.93,77.98,0.00,85.45,0.00,615.00,234.00,0.00,,1
7038,TOWN OF WEBB LAKE - BURNETT COUNTY,63.37,0.00,14.70,22.08,50.00,929.00,0.00,0.00,,1
7040,TOWN OF WEST MARSHLAND - BURNETT COUNTY,63.37,0.00,0.00,22.08,0.00,931.74,0.00,0.00,,1
7042,TOWN OF WOOD RIVER - BURNETT COUNTY,63.37,0.00,2.92,2.08,20.00,"1,472.66",0.00,0.00,,1
7131,VILLAGE OF GRANTSBURG - BURNETT COUNTY,235.77,50.00,17.04,170.41,0.00,"1,059.35",0.00,0.00,,1
7181,VILLAGE OF SIREN - BURNETT COUNTY,66.87,13.50,24.00,152.91,56.00,628.05,0.00,0.00,,1
7191,VILLAGE OF WEBSTER - BURNETT COUNTY,63.37,20.00,9.80,71.04,0.00,855.27,0.00,0.00,,1
8002,TOWN OF BRILLION - CALUMET COUNTY,10.00,0.00,30.00,40.00,0.00,"1,083.00",0.00,0.00,,1
8004,TOWN OF BROTHERTOWN - CALUMET COUNTY,0.00,0.00,100.00,0.00,0.00,"1,002.00",50.00,0.00,,1
8006,TOWN OF CHARLESTOWN - CALUMET COUNTY,0.00,0.00,2.00,110.00,40.00,"1,021.20",0.00,8.34,Supplies-markers,1
8008,TOWN OF CHILTON - CALUMET COUNTY,35.00,0.00,25.00,35.00,30.00,900.00,0.00,0.00,,1
8012,TOWN OF NEW HOLSTEIN - CALUMET COUNTY,0.00,0.00,37.80,63.00,0.00,846.92,10.25,0.00,,1
8014,TOWN OF RANTOUL - CALUMET COUNTY,20.00,0.00,40.00,15.00,46.80,861.89,0.00,0.00,,1
8016,TOWN OF STOCKBRIDGE - CALUMET COUNTY,0.00,0.00,110.00,175.00,50.00,"1,025.00",175.00,0.00,,1
8018,TOWN OF WOODVILLE - CALUMET COUNTY,0.00,0.00,80.00,107.00,150.00,628.00,157.00,0.00,,1
8136,VILLAGE OF HILBERT - CALUMET COUNTY,98.00,125.00,18.20,0.00,0.00,475.00,0.00,50.00,MEALS FOR POLL WORKERS,1
8160,VILLAGE OF POTTER - CALUMET COUNTY,30.00,0.00,0.00,15.00,35.00,457.00,0.00,0.00,,1
8179,VILLAGE OF SHERWOOD - CALUMET COUNTY,50.00,50.00,100.00,0.00,0.00,"1,100.00",0.00,0.00,,1
8181,VILLAGE OF STOCKBRIDGE - CALUMET COUNTY,50.00,50.00,50.00,25.00,125.00,910.00,0.00,0.00,,1
8211,CITY OF CHILTON - CALUMET COUNTY,150.00,850.00,50.00,150.00,125.00,"4,650.00",575.00,80.00,food for the workers,1
8261,CITY OF NEW HOLSTEIN - CALUMET COUNTY,76.00,265.95,146.24,12.00,179.36,"1,226.64",712.00,27.50,food/beverages for poll workers,1
9002,TOWN OF ANSON - CHIPPEWA COUNTY,25.00,0.00,80.00,30.00,5.00,"1,417.50",75.00,10.00,I Voted stickers,1
9004,TOWN OF ARTHUR - CHIPPEWA COUNTY,0.00,0.00,0.00,0.00,0.00,575.00,16.50,0.00,,1
9006,TOWN OF AUBURN - CHIPPEWA COUNTY,13.14,0.00,7.52,0.00,0.00,628.50,0.00,0.00,,1
9008,TOWN OF BIRCH CREEK - CHIPPEWA COUNTY,70.00,0.00,50.00,0.00,0.00,350.00,0.00,0.00,,1
9010,TOWN OF BLOOMER - CHIPPEWA COUNTY,47.99,0.00,14.20,45.00,53.60,418.50,0.00,0.00,,1
9012,TOWN OF CLEVELAND - CHIPPEWA COUNTY,0.00,0.00,0.00,50.00,290.00,665.00,0.00,0.00,,1
9014,TOWN OF COLBURN - CHIPPEWA COUNTY,24.00,0.00,4.00,20.00,0.00,643.00,0.00,0.00,,1
9016,TOWN OF COOKS VALLEY - CHIPPEWA COUNTY,14.85,0.00,2.94,0.00,0.00,525.00,0.00,158.92,,1
9018,TOWN OF DELMAR - CHIPPEWA COUNTY,70.00,0.00,10.00,0.00,50.00,500.00,0.00,0.00,,1
9020,TOWN OF EAGLE POINT - CHIPPEWA COUNTY,20.58,0.00,19.11,0.00,0.00,"2,167.63",0.00,236.28,"Pens, black take up spools, seals $210.75; colored tape for lines $25.53",1
9022,TOWN OF EDSON - CHIPPEWA COUNTY,65.00,128.00,5.00,51.00,0.00,632.25,50.00,0.00,,1
9024,TOWN OF ESTELLA - CHIPPEWA COUNTY,30.00,0.00,5.00,0.00,65.00,549.50,30.00,0.00,Equipment maintenance $550; SVRS Fees $250,1
9026,TOWN OF GOETZ - CHIPPEWA COUNTY,22.05,0.00,3.36,0.00,0.00,405.00,0.00,0.00,,1
9028,TOWN OF HALLIE - CHIPPEWA COUNTY,18.00,0.00,5.00,18.00,0.00,504.00,0.00,0.00,,1
9032,TOWN OF HOWARD - CHIPPEWA COUNTY,1.00,0.00,19.00,0.00,0.00,585.00,0.00,66.00,Training for chief inspectors,1
9034,TOWN OF LAFAYETTE - CHIPPEWA COUNTY,150.00,0.00,25.00,30.00,386.52,"2,015.00","1,250.00",0.00,,1
9035,TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY,22.00,0.00,29.40,350.00,0.00,613.50,0.00,67.11,Edge thermal paper,1
9036,TOWN OF RUBY - CHIPPEWA COUNTY,0.00,0.00,2.00,0.00,0.00,385.00,0.00,65.00,mileage to pick up and return ballots and election materials.,1
9038,TOWN OF SAMPSON - CHIPPEWA COUNTY,20.00,0.00,58.00,0.00,50.00,803.00,0.00,327.00,"mileage, signs and supplies",1
9040,TOWN OF SIGEL - CHIPPEWA COUNTY,50.00,100.00,15.00,50.00,0.00,600.00,50.00,0.00,,1
9042,TOWN OF TILDEN - CHIPPEWA COUNTY,38.65,0.00,20.60,1.00,116.95,"1,058.00",0.00,0.00,does not include clerk wages,1
9044,TOWN OF WHEATON - CHIPPEWA COUNTY,108.10,25.98,131.00,225.85,42.00,"2,288.03",291.71,0.00,,1
9046,TOWN OF WOODMOHR - CHIPPEWA COUNTY,35.00,0.00,35.00,0.00,200.00,968.00,0.00,0.00,,1
9106,VILLAGE OF BOYD - CHIPPEWA COUNTY,50.00,100.00,20.00,100.00,100.00,500.00,350.00,0.00,,1
9111,VILLAGE OF CADOTT - CHIPPEWA COUNTY,18.90,0.00,4.41,0.00,25.00,621.22,0.00,0.00,,1
9128,VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY,65.67,0.00,100.00,"1,494.54",0.00,"3,122.38",0.00,45.00,,1
9161,VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES,34.06,246.24,0.00,0.00,16.25,495.26,196.50,250.00,relier fees to the County,1
9206,CITY OF BLOOMER - CHIPPEWA COUNTY,50.00,0.00,150.00,0.00,100.00,"1,100.00",0.00,0.00,,1
9211,CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY,211.86,0.00,151.80,363.00,214.80,"4,784.89",465.50,31.04,"Other election-related mailings - incomplete EDR notices, mailings to poll workers, etc.",1
9213,CITY OF CORNELL - CHIPPEWA COUNTY,25.00,0.00,45.00,75.00,24.00,714.00,0.00,0.00,,1
9281,CITY OF STANLEY - MULTIPLE COUNTIES,0.00,0.00,33.00,0.00,0.00,686.96,54.00,0.00,,1
10002,TOWN OF BEAVER - CLARK COUNTY,0.00,0.00,5.00,50.00,50.00,495.00,15.00,0.00,,1
10004,TOWN OF BUTLER - CLARK COUNTY,0.00,0.00,0.00,9.50,0.00,413.25,120.62,0.00,,1
10006,TOWN OF COLBY - CLARK COUNTY,0.00,0.00,2.00,0.00,0.00,661.50,0.00,0.00,,1
10008,TOWN OF DEWHURST - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,465.00,0.00,30.60,Mileage,1
10010,TOWN OF EATON - CLARK COUNTY,0.00,0.00,9.00,0.00,0.00,380.00,0.00,0.00,,1
10012,TOWN OF FOSTER - CLARK COUNTY,0.00,0.00,5.88,0.00,100.00,409.50,0.00,116.08,"Mileage, lunch/Dinner",1
10014,TOWN OF FREMONT - CLARK COUNTY,0.00,0.00,4.50,395.00,0.00,"1,104.00",0.00,177.00,Mileage,1
10016,TOWN OF GRANT - CLARK COUNTY,0.00,0.00,12.54,0.00,0.00,"1,007.50",0.00,15.60,Mileage,1
10018,TOWN OF GREEN GROVE - CLARK COUNTY,0.00,0.00,4.90,77.48,0.00,671.00,0.00,120.42,Mileage,1
10020,TOWN OF HENDREN - CLARK COUNTY,0.00,0.00,3.92,50.00,50.00,614.99,0.00,0.00,,1
10024,TOWN OF HIXON - CLARK COUNTY,5.00,0.00,2.00,0.00,0.00,594.00,53.68,0.00,,1
10026,TOWN OF HOARD - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,723.69,0.00,81.83,$37.83/Mileage $44.00/4 hours set-up/close polls.,1
10028,TOWN OF LEVIS - CLARK COUNTY,0.00,0.00,0.00,58.00,30.00,787.00,0.00,0.00,,1
10030,TOWN OF LONGWOOD - CLARK COUNTY,0.00,0.00,0.00,27.97,11.00,506.00,0.00,0.00,,1
10032,TOWN OF LOYAL - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,527.00,0.00,52.00,mileage,1
10036,TOWN OF MAYVILLE - CLARK COUNTY,0.00,0.00,3.92,20.00,0.00,480.00,50.00,0.00,,1
10038,TOWN OF MEAD - CLARK COUNTY,0.00,0.00,0.00,13.00,0.00,423.00,0.00,0.00,,1
10040,TOWN OF MENTOR - CLARK COUNTY,0.00,0.00,1.00,40.00,35.00,595.00,0.00,116.60,Mileage,1
10044,TOWN OF RESEBURG - CLARK COUNTY,0.00,0.00,0.00,51.00,0.00,870.00,0.00,0.00,,1
10046,TOWN OF SEIF - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,450.00,0.00,0.00,,1
10048,TOWN OF SHERMAN - CLARK COUNTY,0.00,0.00,7.36,0.00,0.00,484.52,0.00,0.00,,1
10050,TOWN OF SHERWOOD - CLARK COUNTY,45.00,0.00,8.38,70.00,2.50,509.00,0.00,220.00,"Mileage, meals",1
10052,TOWN OF THORP - CLARK COUNTY,0.00,0.00,7.84,97.16,4.32,672.00,44.42,0.00,,1
10054,TOWN OF UNITY - CLARK COUNTY,27.50,0.00,7.84,0.00,0.00,435.00,0.00,0.00,,1
10056,TOWN OF WARNER - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,330.00,0.00,0.00,,1
10058,TOWN OF WASHBURN - CLARK COUNTY,0.00,0.00,12.00,0.00,0.00,475.00,0.00,43.20,mileage,1
10060,TOWN OF WESTON - CLARK COUNTY,0.00,0.00,0.00,33.00,130.00,470.00,0.00,0.00,,1
10062,TOWN OF WITHEE - CLARK COUNTY,0.00,3.00,2.94,73.60,17.29,410.00,0.00,0.00,,1
10064,TOWN OF WORDEN - CLARK COUNTY,0.00,0.00,3.56,30.00,0.00,579.50,0.00,91.30,Mileage,1
10066,TOWN OF YORK - CLARK COUNTY,0.00,0.00,1.96,0.00,0.00,510.00,0.00,0.00,,1
10111,VILLAGE OF CURTISS - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,351.00,0.00,0.00,,1
10116,VILLAGE OF DORCHESTER - MULTIPLE COUNTIES,0.00,0.00,6.93,0.00,0.00,398.83,0.00,0.00,,1
10131,VILLAGE OF GRANTON - CLARK COUNTY,0.00,0.00,10.00,30.00,22.00,510.00,50.00,0.00,,1
10191,VILLAGE OF WITHEE - CLARK COUNTY,0.00,0.00,0.00,17.31,0.00,456.00,0.00,0.00,,1
10201,CITY OF ABBOTSFORD - MULTIPLE COUNTIES,299.48,146.00,50.00,30.45,50.00,"1,443.00",0.00,35.01,election worker snacks,1
10211,CITY OF COLBY - MULTIPLE COUNTIES,358.00,0.00,28.00,189.00,369.80,578.00,"1,428.86",0.00,,1
10231,CITY OF GREENWOOD - CLARK COUNTY,0.00,0.00,17.64,0.00,0.00,652.65,0.00,0.00,,1
10246,CITY OF LOYAL - CLARK COUNTY,0.00,0.00,0.00,0.00,0.00,700.00,50.00,0.00,,1
10261,CITY OF NEILLSVILLE - CLARK COUNTY,0.00,0.00,2.21,40.00,0.00,"2,144.55",23.61,"1,684.98","Clerks office staff, Poll worker training,",1
10265,CITY OF OWEN - CLARK COUNTY,0.00,0.00,114.00,40.00,187.00,665.10,0.00,338.56,"Mileage, Clerks time",1
10286,CITY OF THORP - CLARK COUNTY,104.00,0.00,47.04,0.00,0.00,"1,087.76","1,091.13",0.00,,1
11002,TOWN OF ARLINGTON - COLUMBIA COUNTY,79.31,0.00,25.00,169.74,0.00,436.48,0.00,162.50,Data Entry,1
11004,TOWN OF CALEDONIA - COLUMBIA COUNTY,28.27,26.30,18.22,22.54,149.84,834.03,50.00,0.00,,1
11006,TOWN OF COLUMBUS - COLUMBIA COUNTY,0.00,63.00,8.82,0.00,0.00,525.00,0.00,114.00,"Mileage to pick up absentee ballots, pick up reg ballots and poll books, and to deliver voted ballots on election night.  76 miles x .5 = $38.00 x 3",1
11012,TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY,39.27,0.00,2.06,0.00,0.00,724.00,0.00,465.83,"Clerk 39 hours x 10/hour - $390.00, clerk mileage 103.4 miles - $55.84, I voted stickers - $19.99",1
11014,TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY,5.00,25.00,10.00,0.00,10.00,400.00,0.00,0.00,,1
11016,TOWN OF HAMPDEN - COLUMBIA COUNTY,22.29,0.00,11.00,0.00,0.00,420.00,0.00,0.00,,1
11018,TOWN OF LEEDS - COLUMBIA COUNTY,81.95,0.00,11.76,0.00,180.00,660.00,0.00,108.54,Mileage - mailing and pick-up/delivery of election materials,1
11020,TOWN OF LEWISTON - COLUMBIA COUNTY,56.62,0.00,59.78,0.00,0.00,525.45,0.00,0.00,,1
11022,TOWN OF LODI - COLUMBIA COUNTY,79.00,216.00,161.00,800.00,150.00,"1,579.00",10.00,0.00,,1
11024,TOWN OF LOWVILLE - COLUMBIA COUNTY,48.00,0.00,1.00,25.00,60.00,456.00,0.00,20.00,"Mileage for posting notices, and delivering ballots to Co Clerk on election night",1
11026,TOWN OF MARCELLON - COLUMBIA COUNTY,62.00,20.00,20.00,0.00,0.00,300.00,0.00,0.00,,1
11028,TOWN OF NEWPORT - COLUMBIA COUNTY,67.73,0.00,7.22,0.00,0.00,425.50,0.00,72.36,"Mileage for picking up election materials $16.20), trips to pick up additional ballots (2)($32.40), dropping off election materials to school ($16.20)and county ($7.56)",1
11030,TOWN OF OTSEGO - COLUMBIA COUNTY,55.00,47.00,1.00,30.00,20.00,500.00,30.00,0.00,,1
11032,TOWN OF PACIFIC - COLUMBIA COUNTY,40.00,150.00,175.00,130.00,50.00,"1,564.00",40.00,0.00,,1
11034,TOWN OF RANDOLPH - COLUMBIA COUNTY,84.64,0.00,1.56,35.00,92.80,448.00,0.00,0.00,,1
11036,TOWN OF SCOTT - COLUMBIA COUNTY,16.50,15.00,0.00,0.00,126.00,589.00,0.00,0.00,,1
11038,TOWN OF SPRINGVALE - COLUMBIA COUNTY,142.02,0.00,4.10,0.00,236.73,505.49,0.00,0.00,,1
11040,TOWN OF WEST POINT - COLUMBIA COUNTY,212.31,89.00,65.00,20.00,202.00,"1,143.04",20.00,0.00,,1
11042,TOWN OF WYOCENA - COLUMBIA COUNTY,20.00,0.00,8.82,0.00,0.00,334.36,0.00,44.28,Mileage for pick up and delivery of  ballots,1
11101,VILLAGE OF ARLINGTON - COLUMBIA COUNTY,99.00,20.00,9.50,0.00,0.00,360.00,0.00,0.00,,1
11111,VILLAGE OF CAMBRIA - COLUMBIA COUNTY,44.65,26.00,10.92,0.00,69.82,414.25,549.64,0.00,,1
11116,VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY,28.27,18.50,1.98,0.00,0.00,472.50,173.25,168.09,"pens, mileage, food",1
11126,VILLAGE OF FALL RIVER - COLUMBIA COUNTY,68.95,58.00,15.78,0.00,88.00,535.21,0.00,0.00,,1
11127,VILLAGE OF FRIESLAND - COLUMBIA COUNTY,84.64,16.00,7.08,0.00,0.00,291.00,193.00,49.62,Food for poll workers,1
11171,VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY,10.00,100.00,5.00,0.00,10.00,776.00,60.00,0.00,,1
11172,VILLAGE OF POYNETTE - COLUMBIA COUNTY,120.65,98.50,53.01,424.92,0.00,701.00,0.00,9.98,I Voted Stickers,1
11177,VILLAGE OF RIO - COLUMBIA COUNTY,20.00,0.00,25.00,0.00,20.00,880.00,0.00,0.00,,1
11191,VILLAGE OF WYOCENA - COLUMBIA COUNTY,35.50,28.00,7.10,1.00,98.15,384.13,31.88,0.00,,1
11211,CITY OF COLUMBUS - MULTIPLE COUNTIES,95.23,247.50,123.07,0.00,246.46,"2,994.01",229.59,0.00,,1
11246,CITY OF LODI - COLUMBIA COUNTY,142.75,174.00,61.80,78.71,25.00,"1,464.04",126.04,131.52,Mileage,1
11271,CITY OF PORTAGE - COLUMBIA COUNTY,85.95,378.70,132.16,86.67,"1,707.12","2,152.62",0.00,0.00,,1
11291,CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES,51.00,88.00,36.48,0.00,0.00,"1,020.00",17.00,188.00,"Meals, snacks, beverages",1
12002,TOWN OF BRIDGEPORT - CRAWFORD COUNTY,3.00,0.00,7.40,258.00,55.00,435.00,0.00,0.00,,1
12004,TOWN OF CLAYTON - CRAWFORD COUNTY,46.60,0.00,13.72,224.00,0.00,947.50,0.00,0.00,,1
12006,TOWN OF EASTMAN - CRAWFORD COUNTY,0.00,0.00,0.00,189.00,112.00,494.00,0.00,0.00,,1
12008,TOWN OF FREEMAN - CRAWFORD COUNTY,127.98,0.00,12.74,92.00,0.00,597.08,0.00,0.00,,1
12010,TOWN OF HANEY - CRAWFORD COUNTY,0.00,0.00,69.00,126.00,30.00,485.00,0.00,31.00,Mileage to deliver ballots,1
12012,TOWN OF MARIETTA - CRAWFORD COUNTY,0.00,0.00,0.00,70.00,0.00,452.63,0.00,0.00,,1
12014,TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,0.00,0.00,35.00,250.00,500.00,"1,082.77",50.00,0.00,,1
12016,TOWN OF SCOTT - CRAWFORD COUNTY,114.76,10.00,2.94,120.00,0.00,527.50,0.00,0.00,,1
12018,TOWN OF SENECA - CRAWFORD COUNTY,30.00,0.00,5.00,200.00,50.00,700.00,100.00,0.00,,1
12106,VILLAGE OF BELL CENTER - CRAWFORD COUNTY,0.00,25.00,0.00,327.00,50.00,375.00,0.00,0.00,,1
12121,VILLAGE OF EASTMAN - CRAWFORD COUNTY,10.00,30.00,15.00,360.00,20.00,640.00,0.00,0.00,,1
12126,VILLAGE OF FERRYVILLE - CRAWFORD COUNTY,32.00,4.20,9.20,101.67,0.00,420.00,28.00,0.00,,1
12131,VILLAGE OF GAYS MILLS - CRAWFORD COUNTY,86.00,15.00,10.00,230.00,0.00,496.00,0.00,0.00,,1
12146,VILLAGE OF LYNXVILLE - CRAWFORD COUNTY,5.00,5.00,0.00,101.67,0.00,280.00,0.00,0.00,,1
12151,VILLAGE OF MT. STERLING - CRAWFORD COUNTY,16.00,12.00,0.00,121.67,0.00,316.00,0.00,0.00,,1
12181,VILLAGE OF SOLDIERS GROVE - CRAWFORD COUNTY,194.00,0.00,0.00,91.00,0.00,536.00,0.00,0.00,,1
12182,VILLAGE OF STEUBEN - CRAWFORD COUNTY,0.00,10.00,0.00,101.67,0.00,351.12,0.00,0.00,,1
12191,VILLAGE OF WAUZEKA - CRAWFORD COUNTY,0.00,18.00,0.50,284.00,0.00,563.00,0.00,0.00,,1
12271,CITY OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,316.06,25.60,119.04,231.72,538.28,"3,500.00",0.00,0.00,,1
13002,TOWN OF ALBION - DANE COUNTY,33.29,0.00,70.00,"1,446.97",81.32,"1,280.00",0.00,0.00,,1
13004,TOWN OF BERRY - DANE COUNTY,556.47,364.26,18.79,6.84,18.95,660.04,0.00,0.00,,1
13006,TOWN OF BLACK EARTH - DANE COUNTY,174.00,0.00,24.00,0.00,1.50,678.00,0.00,0.00,,1
13008,TOWN OF BLOOMING GROVE - DANE COUNTY,127.00,84.00,195.00,0.00,10.00,830.00,195.00,0.00,,1
13010,TOWN OF BLUE MOUNDS - DANE COUNTY,100.00,0.00,35.00,0.00,0.00,"1,300.00",225.00,200.00,Meals for poll-workers.,1
13012,TOWN OF BRISTOL - DANE COUNTY,20.00,0.00,140.00,200.00,50.00,"1,485.00",0.00,115.00,Pollworker meals and beverages. Misc. polling place supplies.,1
13014,TOWN OF BURKE - DANE COUNTY,570.00,300.00,46.00,161.00,122.00,"1,189.00",0.00,0.00,,1
13016,TOWN OF CHRISTIANA - DANE COUNTY,10.00,30.00,10.00,300.00,0.00,600.00,0.00,0.00,,1
13018,TOWN OF COTTAGE GROVE - DANE COUNTY,47.80,300.00,190.41,189.21,214.34,"1,611.44","1,196.51",744.34,"Inspector training: $743.94, Provisional envelope: .40",1
13020,TOWN OF CROSS PLAINS - DANE COUNTY,891.93,0.00,32.34,0.00,0.00,"2,004.21",0.00,0.00,,1
13022,TOWN OF DANE - DANE COUNTY,100.00,0.00,5.00,0.00,0.00,650.00,0.00,20.00,For supper.,1
13024,TOWN OF DEERFIELD - DANE COUNTY,98.62,300.00,36.82,119.25,137.00,878.11,31.50,0.00,,1
13026,TOWN OF DUNKIRK - DANE COUNTY,45.00,0.00,36.00,75.00,100.00,720.00,0.00,50.00,meals/food for election workers.,1
13028,TOWN OF DUNN - DANE COUNTY,92.00,0.00,169.00,0.00,169.00,"3,782.00",0.00,0.00,,1
13032,TOWN OF MADISON - DANE COUNTY,25.00,500.00,61.25,0.00,"1,107.60","3,072.44","2,400.00",0.00,,1
13034,TOWN OF MAZOMANIE - DANE COUNTY,45.39,0.00,20.00,25.00,0.00,350.00,0.00,0.00,,1
13036,TOWN OF MEDINA - DANE COUNTY,48.00,369.42,38.00,137.50,0.99,935.75,41.00,0.00,,1
13038,TOWN OF MIDDLETON - DANE COUNTY,200.00,350.00,150.00,150.00,500.00,"3,800.00","1,500.00","9,300.00",Wages for Town staff for this election,1
13040,TOWN OF MONTROSE - DANE COUNTY,0.00,0.00,12.92,0.00,0.00,997.00,0.00,0.00,,1
13042,TOWN OF OREGON - DANE COUNTY,183.76,472.00,350.00,400.00,500.00,"1,586.00",0.00,150.00,Shredding Election Materials,1
13044,TOWN OF PERRY - DANE COUNTY,77.81,356.72,16.50,88.60,0.00,"1,146.00",0.00,0.00,,1
13046,TOWN OF PLEASANT SPRINGS - DANE COUNTY,274.02,300.00,91.73,194.24,10.00,"1,018.63",0.00,0.00,0.00,1
13048,TOWN OF PRIMROSE - DANE COUNTY,33.10,361.48,35.29,82.30,11.93,685.00,0.00,0.00,,1
13050,TOWN OF ROXBURY - DANE COUNTY,20.00,0.00,17.00,0.00,0.00,171.50,0.00,80.00,Providing food.,1
13052,TOWN OF RUTLAND - DANE COUNTY,519.33,406.70,50.00,0.00,0.00,798.00,0.00,0.00,,1
13054,TOWN OF SPRINGDALE - DANE COUNTY,208.08,401.55,40.00,367.82,0.00,"1,142.06",680.00,0.00,,1
13056,TOWN OF SPRINGFIELD - DANE COUNTY,98.68,438.44,34.93,0.00,263.25,"3,143.51","5,650.00",0.00,,1
13058,TOWN OF SUN PRAIRIE - DANE COUNTY,50.00,0.00,22.00,0.00,0.00,"1,380.00","1,000.00",59.00,Meals for election inspectors.,1
13060,TOWN OF VERMONT - DANE COUNTY,"1,023.00",300.00,73.44,0.00,30.00,540.00,0.00,48.39,Ballot coding by Dane County.,1
13062,TOWN OF VERONA - DANE COUNTY,423.35,300.00,59.16,105.12,50.00,"1,540.21",46.00,0.00,,1
13064,TOWN OF VIENNA - DANE COUNTY,76.70,300.00,51.70,968.10,88.75,"2,319.63",300.00,33.64,Number pads and tally slips,1
13066,TOWN OF WESTPORT - DANE COUNTY,250.00,750.00,125.00,25.00,0.00,"1,152.00",750.00,300.00,meals for poll workers,1
13068,TOWN OF WINDSOR - DANE COUNTY,911.81,329.63,477.34,300.00,289.75,"2,710.18",376.50,0.00,,1
13070,TOWN OF YORK - DANE COUNTY,19.00,0.00,15.60,0.00,0.00,382.50,0.00,0.00,,1
13106,VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES,830.33,109.88,79.70,308.63,182.50,936.50,40.00,14.78,Election Day shift schedule reminder mailed to all scheduled poll workers.,1
13107,VILLAGE OF BLACK EARTH - DANE COUNTY,500.00,150.00,20.00,50.00,125.00,750.00,150.00,0.00,,1
13108,VILLAGE OF BLUE MOUNDS - DANE COUNTY,61.56,351.17,4.49,0.00,10.00,595.75,0.00,49.02,I voted stickers and a date stamp.,1
13109,VILLAGE OF BROOKLYN - MULTIPLE COUNTIES,130.00,350.00,0.00,175.00,250.00,"1,250.00",0.00,0.00,,1
13111,VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES,642.04,400.75,25.02,0.00,5.00,839.06,0.00,48.64,training/mileage,1
13112,VILLAGE OF COTTAGE GROVE - DANE COUNTY,139.70,350.00,500.00,100.00,0.00,"1,800.00",25.00,125.00,Food,1
