HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes
9004,TOWN OF ARTHUR - CHIPPEWA COUNTY,$43.00,$0.00,$6.80,$0.00,$0.00,"$1,070.50",$0.00,$0.00,
9006,TOWN OF AUBURN - CHIPPEWA COUNTY,$14.20,$0.00,$13.40,$0.00,$0.00,$653.00,$0.00,$75.20,"lunch for poll workers, mileage for pick up of ballots and posting election notices"
9008,TOWN OF BIRCH CREEK - CHIPPEWA COUNTY,$45.00,$0.00,$19.00,$0.00,$0.00,$500.00,$0.00,$0.00,
9010,TOWN OF BLOOMER - CHIPPEWA COUNTY,$14.08,$0.00,$21.88,$45.00,$77.75,$461.70,$0.00,$0.00,
9012,TOWN OF CLEVELAND - CHIPPEWA COUNTY,$70.00,$0.00,$40.00,$75.00,$95.00,$0.00,$200.00,$40.00,cleaning of hall for election
9014,TOWN OF COLBURN - CHIPPEWA COUNTY,$21.27,$0.00,$16.92,$570.00,$0.00,$768.50,$0.00,$64.80,mileage
9016,TOWN OF COOKS VALLEY - CHIPPEWA COUNTY,$14.08,$0.00,$6.80,$0.00,$0.00,$924.78,$0.00,$79.38,"mileage for posting, picking up election materials, and setting up polling place"
9018,TOWN OF DELMAR - CHIPPEWA COUNTY,$80.00,$0.00,$20.00,$0.00,$0.00,$450.00,$0.00,$0.00,
9020,TOWN OF EAGLE POINT - CHIPPEWA COUNTY,$14.27,$0.00,$54.40,$0.00,$0.00,"$2,689.50",$0.00,$0.00,
9022,TOWN OF EDSON - CHIPPEWA COUNTY,$50.00,$0.00,$10.00,$150.00,$0.00,$810.25,$0.00,$0.00,
9024,TOWN OF ESTELLA - CHIPPEWA COUNTY,$50.00,$0.00,$10.00,$810.00,$45.00,$480.00,$150.00,$0.00,equipment maintenance and WisVote contract
9026,TOWN OF GOETZ - CHIPPEWA COUNTY,$21.27,$0.00,$8.84,$570.00,$50.00,$850.00,$0.00,$0.00,
9028,TOWN OF HALLIE - CHIPPEWA COUNTY,$28.60,$93.50,$12.00,$0.00,$0.00,$485.00,$0.00,$15.00,
9032,TOWN OF HOWARD - CHIPPEWA COUNTY,$4.00,$0.00,$25.00,$0.00,$0.00,$928.00,$0.00,$0.00,
9034,TOWN OF LAFAYETTE - CHIPPEWA COUNTY,$219.88,$350.00,$168.00,$75.00,$125.00,"$2,785.00","$2,545.00",$739.00,Signs and voting booths
9035,TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY,$21.27,$0.00,$32.90,$0.00,$0.00,$710.00,$0.00,$0.00,
9036,TOWN OF RUBY - CHIPPEWA COUNTY,$21.27,$0.00,$4.70,$152.50,$34.00,$385.00,$72.00,$70.00,Mileage to courthouse to get cartridges reburned and also to take voting materials back after election.
9038,TOWN OF SAMPSON - CHIPPEWA COUNTY,$14.00,$0.00,$53.00,$71.00,$50.00,"$1,175.00",$0.00,$169.00,"Mileage, copy machine costs"
9040,TOWN OF SIGEL - CHIPPEWA COUNTY,$0.00,$0.00,$20.00,$0.00,$0.00,"$1,180.00",$0.00,$0.00,
9042,TOWN OF TILDEN - CHIPPEWA COUNTY,$48.43,$9.00,$58.92,$117.22,$63.90,$876.00,$80.00,"$1,020.00","Maintenance on election machines, provider/relier fee"
9044,TOWN OF WHEATON - CHIPPEWA COUNTY,$118.96,$187.50,$188.00,$370.00,$178.00,"$3,334.91",$704.30,$0.00,
9046,TOWN OF WOODMOHR - CHIPPEWA COUNTY,$57.00,$0.00,$29.50,$0.00,$0.00,"$1,030.00",$0.00,$90.00,mileage and time
9106,VILLAGE OF BOYD - CHIPPEWA COUNTY,$50.00,$0.00,$0.00,$0.00,$0.00,$800.00,$500.00,$0.00,
9111,VILLAGE OF CADOTT - CHIPPEWA COUNTY,$52.00,$0.00,$8.00,$0.00,$100.00,$498.00,$0.00,$0.00,
9128,VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY,$91.54,$0.00,$235.50,$0.00,$137.72,"$4,844.07",$521.38,$0.00,
9161,VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES,$59.98,$40.25,$0.00,$0.00,$59.80,$405.76,$69.06,$0.00,
9206,CITY OF BLOOMER - CHIPPEWA COUNTY,$50.00,$0.00,$200.00,$0.00,$200.00,"$1,300.00",$0.00,$0.00,
9211,CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY,$63.61,$0.00,$407.48,$0.00,$411.50,"$6,606.43","$1,695.36",$0.00,
9213,CITY OF CORNELL - CHIPPEWA COUNTY,$25.00,$0.00,$80.00,$70.00,$54.00,$869.00,$0.00,$0.00,
9281,CITY OF STANLEY - MULTIPLE COUNTIES,$95.50,$0.00,$104.27,$570.00,$0.00,"$1,093.13",$0.00,$0.00,
10004,TOWN OF BUTLER - CLARK COUNTY,$0.00,$0.00,$0.00,$10.00,$19.00,$399.00,$0.00,$413.00,Training $308.00 Mileage Reimbursement $105.00
10006,TOWN OF COLBY - CLARK COUNTY,$0.00,$0.00,$5.00,$0.00,$0.00,$796.50,$0.00,$19.95,I voted stickers
10008,TOWN OF DEWHURST - CLARK COUNTY,$0.00,$0.00,$6.11,$0.00,$0.00,$435.00,$0.00,$0.00,
10010,TOWN OF EATON - CLARK COUNTY,$0.00,$0.00,$25.00,$0.00,$0.00,$365.00,$0.00,$0.00,
10012,TOWN OF FOSTER - CLARK COUNTY,$0.00,$0.00,$4.90,$15.50,$100.00,$413.40,$0.00,$140.00,Election meeting mileage
10014,TOWN OF FREMONT - CLARK COUNTY,$0.00,$0.00,$4.70,$140.00,$0.00,"$1,163.76",$0.00,$0.00, 
10016,TOWN OF GRANT - CLARK COUNTY,$0.00,$0.00,$8.46,$50.00,$55.00,"$1,219.00",$0.00,$20.16,"Mileage costs, Posting election notice 4.62 Posting testing notice 4.62 Testing of machine 2.52 Delivery of ballots 8.40"
10020,TOWN OF HENDREN - CLARK COUNTY,$3.00,$0.00,$5.88,$0.00,$25.00,"$1,047.00",$0.00,$45.00,Signage (vote here)
10022,TOWN OF HEWETT - CLARK COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$480.00,$0.00,$0.00,
10024,TOWN OF HIXON - CLARK COUNTY,$0.00,$0.00,$8.00,$140.00,$0.00,$778.50,$0.00,$0.00,
10026,TOWN OF HOARD - CLARK COUNTY,$0.00,$0.00,$15.24,$0.00,$0.00,$655.00,$0.00,$0.00,
10028,TOWN OF LEVIS - CLARK COUNTY,$0.00,$0.00,$7.00,$61.00,$60.00,$773.00,$0.00,$0.00,
10030,TOWN OF LONGWOOD - CLARK COUNTY,$0.00,$0.00,$1.41,$27.97,$11.00,$500.50,$0.00,$0.00,
10032,TOWN OF LOYAL - CLARK COUNTY,$0.00,$0.00,$4.00,$0.00,$0.00,$595.00,$0.00,$56.00,Clerk mileage
10034,TOWN OF LYNN - CLARK COUNTY,$0.00,$0.00,$4.70,$40.00,$25.00,$655.00,$0.00,$0.00,
10036,TOWN OF MAYVILLE - CLARK COUNTY,$0.00,$0.00,$3.78,$20.00,$200.00,$625.00,$0.00,$26.00,
10038,TOWN OF MEAD - CLARK COUNTY,$0.00,$0.00,$0.00,$8.50,$0.00,$457.25,$0.00,$0.00,
10040,TOWN OF MENTOR - CLARK COUNTY,$0.00,$0.00,$5.50,$50.00,$0.00,$680.00,$0.00,$0.00,
10042,TOWN OF PINE VALLEY - CLARK COUNTY,$0.00,$0.00,$0.00,$140.00,$0.00,$630.00,$0.00,$0.00,
10044,TOWN OF RESEBURG - CLARK COUNTY,$0.00,$0.00,$94.00,$60.00,$120.00,$630.00,$55.00,$0.00,
10046,TOWN OF SEIF - CLARK COUNTY,$0.00,$0.00,$200.00,$0.00,$0.00,$450.00,$30.00,$0.00,
10048,TOWN OF SHERMAN - CLARK COUNTY,$0.00,$0.00,$6.86,$0.00,$0.00,$705.00,$0.00,$0.00,Training 40+40+40 and  Election Salaries 150+150+145+140+120+585=705
10050,TOWN OF SHERWOOD - CLARK COUNTY,$77.00,$0.00,$53.20,$109.80,$25.00,$492.00,$0.00,$250.00,Mileage 220.00 Meal 30.00
10052,TOWN OF THORP - CLARK COUNTY,$0.00,$0.00,$16.01,$92.24,$4.32,$827.00,$12.96,$0.00,
10054,TOWN OF UNITY - CLARK COUNTY,$0.00,$0.00,$7.52,$0.00,$0.00,$580.00,$0.00,$0.00,
10056,TOWN OF WARNER - CLARK COUNTY,$0.00,$0.00,$4.88,$0.00,$0.00,$330.00,$0.00,$0.00,
10058,TOWN OF WASHBURN - CLARK COUNTY,$0.00,$0.00,$21.00,$0.00,$7.00,$448.00,$140.00,$41.00,Milage
10060,TOWN OF WESTON - CLARK COUNTY,$0.00,$0.00,$30.00,$150.00,$20.00,$860.00,$0.00,$0.00,
10062,TOWN OF WITHEE - CLARK COUNTY,$0.00,$0.00,$4.70,$60.00,$0.00,$603.90,$75.00,$0.00,
10064,TOWN OF WORDEN - CLARK COUNTY,$0.00,$0.00,$4.60,$10.00,$0.00,$670.00,$0.00,$57.75,Deliver ballots to county
10066,TOWN OF YORK - CLARK COUNTY,$0.00,$0.00,$7.00,$0.00,$0.00,$600.00,$0.00,$0.00,
10111,VILLAGE OF CURTISS - CLARK COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$423.00,$0.00,$0.00,
10116,VILLAGE OF DORCHESTER - MULTIPLE COUNTIES,$0.00,$0.00,$13.09,$0.00,$0.00,"$1,106.56",$0.00,$0.00,
10131,VILLAGE OF GRANTON - CLARK COUNTY,$0.00,$0.00,$7.00,$20.00,$44.00,$656.00,$0.00,$0.00,
10191,VILLAGE OF WITHEE - CLARK COUNTY,$0.00,$0.00,$10.34,$17.31,$0.00,$584.00,$20.93,$0.00,
10201,CITY OF ABBOTSFORD - MULTIPLE COUNTIES,$76.25,$0.00,$41.75,$457.09,$217.51,"$1,806.64",$0.00,$0.00,
10211,CITY OF COLBY - MULTIPLE COUNTIES,$71.75,$0.00,$26.15,$169.73,$50.00,"$1,062.34","$1,935.84",$0.00,
10231,CITY OF GREENWOOD - CLARK COUNTY,$0.00,$0.00,$25.38,$0.00,$75.00,$979.11,$0.00,$117.10,lunch and dinner for poll workers
10246,CITY OF LOYAL - CLARK COUNTY,$0.00,$0.00,$45.00,$30.00,$50.00,$900.00,$0.00,$0.00,
10261,CITY OF NEILLSVILLE - CLARK COUNTY,$40.00,$0.00,$48.15,$0.00,"$2,194.08",$0.00,$0.00,"$2,478.28","Clerk's staff wages $2,055.55 Poll Workers Training $422.73"
10265,CITY OF OWEN - CLARK COUNTY,$0.00,$0.00,$40.00,$37.00,$114.00,"$1,377.81",$0.00,$373.12,Mileage deliver ballots 34.56 Clerk's prep time 304.00 trip for recount 34.56
10286,CITY OF THORP - CLARK COUNTY,$0.00,$0.00,$32.34,$0.00,$21.06,$712.00,"$1,504.53",$0.00,
11002,TOWN OF ARLINGTON - COLUMBIA COUNTY,$60.72,$0.00,$28.46,$169.74,$0.00,$493.63,$0.00,$162.50,WisVote Data Entry = 162.50 (based on 4 elections in 2016)
11004,TOWN OF CALEDONIA - COLUMBIA COUNTY,$8.25,$0.00,$99.05,$10.00,$78.11,"$1,627.86",$20.00,$0.00,
11006,TOWN OF COLUMBUS - COLUMBIA COUNTY,$0.00,$70.00,$11.28,$10.00,$0.00,$875.00,$0.00,$114.00,2 trips to Portage to pick up materials and one trip to deliver ballots and paperwork.  Mileage 76 miles x $0.50/ea. = $38.00 x 3 = $114.00 
11008,TOWN OF COURTLAND - COLUMBIA COUNTY,$35.00,$0.00,$4.00,$0.00,$0.00,$900.00,$0.00,$80.00,Portable Toilet
11010,TOWN OF DEKORRA - COLUMBIA COUNTY,$30.50,$0.00,$177.71,$0.00,$0.00,$806.00,$0.00,$0.00,
11012,TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY,$26.96,$0.00,$25.17,$374.96,$0.00,$758.00,$40.00,$849.31,"Clerk hours:  68 hrs x 10=$680, Clerk milage 238.74 miles $128.92, Fellon Letters - $1.40, Copies of emails, forms, etc. - $25, I Voted Stickers - $13.99"
11014,TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY,$20.00,$0.00,$10.00,$0.00,$20.00,$612.00,$200.00,$0.00,
11016,TOWN OF HAMPDEN - COLUMBIA COUNTY,$5.00,$0.00,$20.00,$0.00,$0.00,$750.00,$0.00,$0.00,
11018,TOWN OF LEEDS - COLUMBIA COUNTY,$45.21,$0.00,$33.06,$240.00,$0.00,$660.00,$0.00,$77.76,"Mileage costs for supply pickup and delivery, mailings, and postings"
11020,TOWN OF LEWISTON - COLUMBIA COUNTY,$25.55,$0.00,$56.50,$0.00,$0.00,$623.75,$0.00,$0.00,
11022,TOWN OF LODI - COLUMBIA COUNTY,$55.15,$0.00,$185.60,$0.00,$159.50,"$1,490.75","$1,806.00",$0.00,
11024,TOWN OF LOWVILLE - COLUMBIA COUNTY,$9.00,$40.00,$50.00,$0.00,$40.00,$456.00,$0.00,$85.00,"Posting election notices (mileage & time), delivering ballots to County after polls closed, training of poll workers for this election (clerks time)"
11026,TOWN OF MARCELLON - COLUMBIA COUNTY,$30.00,$0.00,$50.00,$0.00,$10.00,$950.00,$0.00,$0.00,
11028,TOWN OF NEWPORT - COLUMBIA COUNTY,$27.38,$0.00,$10.61,$11.00,$0.00,$457.50,$0.00,$510.00,Clerk Salary
11030,TOWN OF OTSEGO - COLUMBIA COUNTY,$77.50,$47.00,$15.00,$30.00,$20.00,$566.00,$40.00,$0.00,
11032,TOWN OF PACIFIC - COLUMBIA COUNTY,$40.00,$0.00,$220.00,$40.00,$50.00,"$1,645.00",$0.00,$0.00,
11034,TOWN OF RANDOLPH - COLUMBIA COUNTY,$69.41,$0.00,$19.00,$35.00,$70.00,$588.00,$0.00,$215.20,"Clerk expenses:  ballot pick up $35.00, poll list pick up $35.00, deliver ballots $35.00, deliver paperwork for recount $35.00, 4 trips to Portage $75.20"
11036,TOWN OF SCOTT - COLUMBIA COUNTY,$8.25,$5.00,$9.80,$0.00,$343.00,$504.00,$0.00,$0.00,
11038,TOWN OF SPRINGVALE - COLUMBIA COUNTY,$40.00,$6.49,$12.00,$0.00,$0.00,$430.00,$21.60,$0.00,
11040,TOWN OF WEST POINT - COLUMBIA COUNTY,$64.07,$156.00,$46.00,$0.00,$166.96,"$1,330.81",$0.00,$0.00,
11042,TOWN OF WYOCENA - COLUMBIA COUNTY,$32.22,$0.00,$57.49,$0.00,$0.00,$300.00,$100.00,$54.56,Food for the election
11101,VILLAGE OF ARLINGTON - COLUMBIA COUNTY,$31.50,$5.00,$4.50,$0.00,$0.00,$330.00,$0.00,$0.00,
11111,VILLAGE OF CAMBRIA - COLUMBIA COUNTY,$24.95,$50.00,$53.70,$849.85,$69.82,$412.50,"$1,264.90",$195.50,Mileage to pick up an deliver election materials to County
11116,VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY,$16.50,$0.00,$1.00,$0.00,$0.00,$515.26,$152.25,$102.00,Mileage
11126,VILLAGE OF FALL RIVER - COLUMBIA COUNTY,$21.82,$0.00,$36.10,$0.00,$10.00,$621.51,$0.00,$0.00,
11127,VILLAGE OF FRIESLAND - COLUMBIA COUNTY,$33.30,$14.45,$0.00,$0.00,$0.00,$437.52,$138.00,$50.00,Mileage
11171,VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY,$25.00,$200.00,$100.00,$250.00,$100.00,"$1,100.00",$200.00,$0.00,
11172,VILLAGE OF POYNETTE - COLUMBIA COUNTY,$31.09,$0.00,$42.58,$0.00,$79.26,$994.95,$0.00,$39.51,Mileage to and from Poynette to Columbia County Clerk's Office Building for pickup of ballots and election supplies.
11177,VILLAGE OF RIO - COLUMBIA COUNTY,$20.00,$0.00,$50.00,$0.00,$50.00,$847.26,$0.00,$0.00,
11191,VILLAGE OF WYOCENA - COLUMBIA COUNTY,$46.00,$51.00,$18.00,$1.00,$170.00,$690.00,$60.00,$0.00,
11211,CITY OF COLUMBUS - MULTIPLE COUNTIES,$69.74,$220.00,$307.70,$0.00,$232.06,"$4,150.23",$13.31,$0.00,
11246,CITY OF LODI - COLUMBIA COUNTY,$112.00,$0.00,$182.00,$0.00,$160.00,"$1,504.00",$120.00,$0.00,
11271,CITY OF PORTAGE - COLUMBIA COUNTY,$56.14,$0.00,$230.10,$65.00,"$9,434.63","$4,200.59",$162.75,$0.00,
11291,CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES,$37.79,$0.00,$66.48,$0.00,$0.00,"$1,284.61",$19.13,$0.00,
12002,TOWN OF BRIDGEPORT - CRAWFORD COUNTY,$3.00,$0.00,$30.08,$540.00,$80.00,$430.00,$0.00,$0.00,
12004,TOWN OF CLAYTON - CRAWFORD COUNTY,$90.00,$0.00,$45.00,$540.00,$225.00,$870.00,$0.00,$0.00,
12006,TOWN OF EASTMAN - CRAWFORD COUNTY,$0.00,$150.00,$13.00,$0.00,$15.00,$605.00,$0.00,$0.00,
12008,TOWN OF FREEMAN - CRAWFORD COUNTY,$156.60,$10.00,$44.10,$200.00,$0.00,$891.90,$0.00,$0.00,
12010,TOWN OF HANEY - CRAWFORD COUNTY,$200.00,$29.00,$10.00,$152.50,$0.00,$488.00,$0.00,$0.00,
12012,TOWN OF MARIETTA - CRAWFORD COUNTY,$11.76,$0.00,$0.00,$280.00,$0.00,"$2,014.39",$0.00,$0.00,
12014,TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,$10.00,$0.00,$98.00,$0.00,$65.00,"$1,541.50",$0.00,$0.00,
12016,TOWN OF SCOTT - CRAWFORD COUNTY,$114.76,$4.00,$10.00,$0.00,$0.00,$635.00,$0.00,$0.00,
12018,TOWN OF SENECA - CRAWFORD COUNTY,$25.00,$0.00,$10.00,$225.00,$50.00,$800.00,$100.00,$0.00,
12020,TOWN OF UTICA - CRAWFORD COUNTY,$140.00,$0.00,$30.00,$163.00,$60.00,"$1,200.00",$60.00,$0.00,
12022,TOWN OF WAUZEKA - CRAWFORD COUNTY,$0.00,$0.00,$2.29,$299.80,$15.00,$385.33,$34.18,$0.00,
12106,VILLAGE OF BELL CENTER - CRAWFORD COUNTY,$60.00,$0.00,$0.00,$40.00,$0.00,$375.00,$0.00,$0.00,
12121,VILLAGE OF EASTMAN - CRAWFORD COUNTY,$5.00,$0.00,$5.00,$121.00,$20.00,$720.00,$0.00,$0.00,
12126,VILLAGE OF FERRYVILLE - CRAWFORD COUNTY,$2.60,$0.00,$12.70,$0.00,$10.00,$435.00,$23.92,$405.00,Changes made at polling place to comply with inspection report from State.
12131,VILLAGE OF GAYS MILLS - CRAWFORD COUNTY,$140.00,$0.00,$18.00,$0.00,$0.00,$450.00,$0.00,$0.00,
12146,VILLAGE OF LYNXVILLE - CRAWFORD COUNTY,$5.00,$5.00,$5.00,$330.00,$0.00,$210.00,$0.00,$0.00,
12151,VILLAGE OF MT. STERLING - CRAWFORD COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$308.00,$0.00,$0.00,
12181,VILLAGE OF SOLDIERS GROVE - CRAWFORD COUNTY,$197.10,$0.00,$0.00,$75.00,$0.00,$537.74,$0.00,$0.00,
12182,VILLAGE OF STEUBEN - CRAWFORD COUNTY,$0.00,$0.00,$0.00,$60.00,$0.00,$358.37,$0.00,$0.00,
12191,VILLAGE OF WAUZEKA - CRAWFORD COUNTY,$0.00,$0.00,$1.00,$540.00,$53.00,$597.00,$0.00,$0.00,
12271,CITY OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,$98.70,$150.00,$102.82,$0.00,$100.00,"$3,120.00",$0.00,$0.00,
13002,TOWN OF ALBION - DANE COUNTY,$8.32,$0.00,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,
13004,TOWN OF BERRY - DANE COUNTY,$45.05,$0.00,$28.16,$8.55,$4.41,"$1,018.60",$0.00,$0.00,
13006,TOWN OF BLACK EARTH - DANE COUNTY,$77.25,$0.00,$96.80,$365.00,$5.00,"$2,151.25",$0.00,$0.00,
13008,TOWN OF BLOOMING GROVE - DANE COUNTY,$210.00,$410.00,$350.00,$56.00,$0.00,$600.00,$20.00,$0.00,
13010,TOWN OF BLUE MOUNDS - DANE COUNTY,$0.00,$358.00,$75.00,$0.00,$0.00,"$1,800.00",$0.00,$400.00,SVRS RELIER FEE TO DANE COUNTY = $350.00  FOOD & BEVERAGES = $50.00
13012,TOWN OF BRISTOL - DANE COUNTY,$98.00,$0.00,$60.00,$0.00,$15.00,"$2,386.00",$0.00,$0.00,
13014,TOWN OF BURKE - DANE COUNTY,$244.00,$0.00,$148.00,$0.00,$300.00,"$1,811.00",$0.00,$0.00,
13016,TOWN OF CHRISTIANA - DANE COUNTY,$26.00,$0.00,$38.95,$0.00,$10.00,$217.00,$0.00,$0.00,
13018,TOWN OF COTTAGE GROVE - DANE COUNTY,$104.50,$0.00,$623.78,$0.00,$653.75,"$2,145.59","$1,047.56",$535.27,"Mileage and Parking for clerk to deliver election results:  24.64   Training: 401.81, provisional materials: .66, Recount: 108.16 (to be reimbursed by Dane County)"
13020,TOWN OF CROSS PLAINS - DANE COUNTY,$114.79,$394.80,$54.10,"$1,116.78",$0.00,"$1,039.21",$0.00,$141.12,travel expense for pickup and delivery of election materials.
13022,TOWN OF DANE - DANE COUNTY,$150.00,$203.00,$10.00,$0.00,$50.00,$615.00,$0.00,$0.00,
13024,TOWN OF DEERFIELD - DANE COUNTY,$32.70,$57.00,$36.45,$25.00,$137.00,$639.50,$0.00,$0.00,
13026,TOWN OF DUNKIRK - DANE COUNTY,$149.00,$0.00,$187.00,$153.00,$0.00,"$1,488.00",$0.00,$0.00,
13028,TOWN OF DUNN - DANE COUNTY,$92.00,$0.00,$319.00,$0.00,$270.00,"$2,533.00",$0.00,$0.00,
13032,TOWN OF MADISON - DANE COUNTY,$450.00,$0.00,$75.00,$0.00,$30.00,"$3,774.00","$3,249.00",$0.00,
13034,TOWN OF MAZOMANIE - DANE COUNTY,$12.19,$0.00,$100.00,$8.55,$20.00,$890.00,$0.00,$0.00,
13036,TOWN OF MEDINA - DANE COUNTY,$15.88,$0.00,$41.38,$18.00,$94.34,$790.44,$0.00,$0.00,
13038,TOWN OF MIDDLETON - DANE COUNTY,$100.00,$0.00,$750.00,$50.00,$750.00,"$4,500.00","$3,000.00","$12,000.00",Wages for Town staff for this Election
13040,TOWN OF MONTROSE - DANE COUNTY,$9.50,$0.00,$0.00,$0.00,$0.00,$983.21,$0.00,$0.00,
13042,TOWN OF OREGON - DANE COUNTY,$235.87,$94.00,$215.39,$300.00,$298.98,"$2,609.24",$0.00,$0.00,
13044,TOWN OF PERRY - DANE COUNTY,$51.04,$404.58,$70.58,$45.00,$125.00,"$1,822.85",$411.50,$0.00,
13046,TOWN OF PLEASANT SPRINGS - DANE COUNTY,$50.00,$200.00,"$1,000.00",$200.00,$500.00,"$2,000.00",$50.00,$0.00,
13048,TOWN OF PRIMROSE - DANE COUNTY,$90.77,$325.33,$4.90,$0.00,$0.00,$857.19,$0.00,$2.31,printing poll books and master list
13050,TOWN OF ROXBURY - DANE COUNTY,$45.00,$538.00,$236.00,$50.00,$0.00,"$3,632.80",$0.00,$481.75,food
13052,TOWN OF RUTLAND - DANE COUNTY,$202.27,$0.00,$159.85,$0.00,$0.00,"$1,293.50",$0.00,$133.00,Recount expenses
13054,TOWN OF SPRINGDALE - DANE COUNTY,$55.32,$421.50,$155.71,$584.70,$0.00,"$1,194.21",$480.00,$21.61,21.61 is mileage to take election documents to the Dane County Clerk's Office.   Also 5) Polling Place costs are included in the other categories above and could not be separated out. 
13056,TOWN OF SPRINGFIELD - DANE COUNTY,$94.47,$0.00,$174.32,$0.00,$299.40,"$4,261.20",$529.20,$23.00,"Paper plates, cups, silverware for meals for inspectors, bathroom supplies cleaning supplies"
13058,TOWN OF SUN PRAIRIE - DANE COUNTY,$0.00,$0.00,$100.00,$0.00,$50.00,"$1,771.00",$450.00,$0.00,
13060,TOWN OF VERMONT - DANE COUNTY,$661.48,$706.90,$149.00,$300.00,$3.00,"$1,890.00",$0.00,$0.00,
13062,TOWN OF VERONA - DANE COUNTY,$152.17,$0.00,$122.99,$0.00,$6.50,"$2,059.72",$94.88,$0.00,
13064,TOWN OF VIENNA - DANE COUNTY,$154.99,$0.00,$167.83,$0.00,$150.00,"$2,067.40","$3,089.18",$46.61,"Supplies i.e. name badges, lanyards"
13066,TOWN OF WESTPORT - DANE COUNTY,$75.00,$0.00,$141.36,$0.00,$0.00,"$1,760.00","$2,400.00",$250.00,meals
13070,TOWN OF YORK - DANE COUNTY,$24.88,$0.00,$53.22,$0.00,$0.00,$771.38,$0.00,$0.00,
13106,VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES,$42.90,$0.00,$215.16,$7.88,$251.75,$900.00,$20.00,$20.26,Election Workers postage and mailing
13107,VILLAGE OF BLACK EARTH - DANE COUNTY,$100.00,$50.00,$16.90,$125.00,$350.00,$900.00,$600.00,$175.00,"breakfast, lunch and dinner meals for pollworkers."
13108,VILLAGE OF BLUE MOUNDS - DANE COUNTY,$102.60,$352.50,$84.00,$338.00,$142.50,$596.05,$0.00,$14.00,New date stamp.
13109,VILLAGE OF BROOKLYN - MULTIPLE COUNTIES,$170.00,$400.00,$61.00,$0.00,$40.00,$739.00,$0.00,$452.00,stickers seals voting booths tabs for poll books
13111,VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES,$248.05,$0.00,$78.14,$0.00,$89.40,$867.06,$276.56,$0.00,
13112,VILLAGE OF COTTAGE GROVE - DANE COUNTY,$514.76,$0.00,$220.05,"$1,255.00",$198.63,"$2,857.38",$0.00,$174.74,Meals
13113,VILLAGE OF CROSS PLAINS - DANE COUNTY,$200.00,$350.00,$200.00,$100.00,$100.00,"$1,600.00",$100.00,$0.00,
13116,VILLAGE OF DANE - DANE COUNTY,$45.00,$0.00,$40.00,$0.00,$75.00,"$1,090.00",$0.00,$0.00,
13117,VILLAGE OF DEERFIELD - DANE COUNTY,$167.11,$0.00,$33.64,$0.00,$0.00,$858.30,"$1,712.70",$0.00,0
13118,VILLAGE OF DEFOREST - DANE COUNTY,$756.69,"$1,149.00",$316.53,$0.00,$399.00,"$7,482.64","$17,931.72",$0.00,0
13151,VILLAGE OF MAPLE BLUFF - DANE COUNTY,$57.00,$0.00,$289.00,$345.00,$68.00,"$1,681.00",$0.00,$0.00,
13153,VILLAGE OF MAZOMANIE - DANE COUNTY,$150.00,$0.00,$100.00,$0.00,$50.00,"$1,406.97",$0.00,"$5,000.00","Clerk/Deputy Clerk hours preparing absentee ballots, collecting and recording absentee ballots, recording votes into Wis Vote, and reading endless e-mails about the election."
13154,VILLAGE OF MCFARLAND - DANE COUNTY,$200.61,$0.00,$978.73,$0.00,$0.00,"$3,990.44","$1,360.95",$0.00,
13157,VILLAGE OF MOUNT HOREB - DANE COUNTY,$628.62,"$1,002.00",$135.02,$0.00,$50.00,"$4,072.00","$2,260.00",$0.00,
13165,VILLAGE OF OREGON - DANE COUNTY,$150.00,$0.00,$700.00,$100.00,$400.00,"$14,000.00",$500.00,"$1,835.00",RECOUNT COSTS
13176,VILLAGE OF ROCKDALE - DANE COUNTY,$0.00,$0.00,$0.00,$36.80,$124.65,$400.60,$0.00,$255.94,Poll Worker Training Wages  171.20  Mileage for Poll Worker Training  57.24  Mileage to Dane County with Election Results  27.00  Parking Fee  .50
13191,VILLAGE OF WAUNAKEE - DANE COUNTY,$23.00,$0.00,$597.62,"$2,510.00","$3,504.50","$17,880.39",$520.20,$113.74,Election day supplies
13196,VILLAGE OF WINDSOR - DANE COUNTY,$137.81,$0.00,$572.24,$0.00,$506.69,"$5,341.79","$1,251.50",$0.00,
