"","ObjectID","full_addr","County"
"310233",310233,"N541 ZENDA ROAD, ZENDA WI 53195","Walworth County"
"310419",310419,"W12371 STATE ROAD 16 & 60 APT 6, COLUMBUS WI 53925","Dodge County"
"310552",310552,"N649 PLEASANT ST, ZENDA WI 53195","Walworth County"
"310685",310685,"N565 ZENDA ROAD, ZENDA WI 53195","Walworth County"
"315009",315009,"2672 26 13/16 ST, MIKANA WI 54857","Barron County"
"316536",316536,"N951 RUPPEL CT, DALE WI 54931","Outagamie County"
"316663",316663,"5857 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"316715",316715,"W9696 DEGAL AVE, DALE WI 54931","Outagamie County"
"317316",317316,"5927 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"317353",317353,"5802 CRESTVIEW DR, BUTTE DES MORTS WI 54927-9303","Winnebago County"
"318087",318087,"3131 S HANCOCK ST, EDMUND WI 53535","Iowa County"
"318636",318636,"115 COUNTY ROAD SS, HAUGEN WI 54841-4404","Barron County"
"319265",319265,"204 E MAIN ST, SAINT NAZIANZ WI 54232-3330","Manitowoc County"
"322147",322147,"108 SPRINGBROOK, LAKE DELTON WI 53940","Sauk County"
"324940",324940,"N2601 STATE ROAD 25, DOWNSVILLE WI 54735","Dunn County"
"327102",327102,"W282N7167 MAIN ST APT 1, MERTON WI 53056","Waukesha County"
"327430",327430,"401 S MAIN ST, LIME RIDGE WI 53942","Sauk County"
"327498",327498,"302 5TH ST, MATTOON WI 54450","Shawano County"
"327529",327529,"309 NORTH AVE, MATTOON WI 54450","Shawano County"
"329970",329970,"N2665 COUNTY ROAD QQ UNIT MH274, KING WI 54946-0600","Waupaca County"
"331423",331423,"40021 WINSAND DR APT 1, PIGEON FALLS WI 54760","Trempealeau County"
"331425",331425,"40164 WINSAND, PIGEON FALLS WI 54760","Trempealeau County"
"333602",333602,"N633 PLEASANT ST, ZENDA WI 53195","Walworth County"
"336044",336044,"W9783 STATE ROAD 96, DALE WI 54931","Outagamie County"
"336540",336540,"N808 POND ST, PHLOX WI 54464","Langlade County"
"337231",337231,"209 S 7TH AVE, SAINT NAZIANZ WI 54232","Manitowoc County"
"337402",337402,"6535 W ENGLISH MEADOWS DR APT 208, GREENFIELD WI 54444","Milwaukee County"
"337768",337768,"120 N CHURCH ST, DICKEYVILLE WI 53808-6815","Grant County"
"338824",338824,"85D GRAND CANYON DR APT 202, LAKE DELTON WI 53940","Sauk County"
"339387",339387,"461 TOWER RD, WYOCENA WI 53969","Columbia County"
"339473",339473,"N5909 COUNTY ROAD D, PACKWAUKEE WI 53953","Marquette County"
"339936",339936,"309 E POLK ST, WYOCENA WI 53969","Columbia County"
"341643",341643,"N2665 COUNTY ROAD QQ UNIT SH446, KING WI 54946-0600","Waupaca County"
"343366",343366,",  WI","Dane County"
"343602",343602,"809 BURR OAK LN 3, MADISON WI 54444","Dane County"
"346618",346618,"7769 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"346647",346647,"4722 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"346916",346916,"4692 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"347087",347087,"7797 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"347112",347112,"7878 EAST ST, MORRISONVILLE WI 53571","Dane County"
"347232",347232,"4697 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"347649",347649,"7850 MORRISON ST APT 1, MORRISONVILLE WI 53571","Dane County"
"347674",347674,"4647 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"347692",347692,"4675 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"347715",347715,"4638 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"347765",347765,"4661 MAPLE ST, MORRISONVILLE WI 53571","Dane County"
"347776",347776,"4716 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"347780",347780,"2071 GLACIER DR UNIT 4028, ST CROIX FALLS WI 99999","Polk County"
"347819",347819,"4620 MEADOWLARK DR, MORRISONVILLE WI 53571","Dane County"
"347828",347828,"7767 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348044",348044,"7770 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348082",348082,"7785 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348088",348088,"4639 MAPLE ST, MORRISONVILLE WI 53571","Dane County"
"348323",348323,"4395 SHADY OAK LN, STAR LAKE WI 54561","Vilas County"
"348326",348326,"4686 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"348399",348399,"4707 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"348536",348536,"4700 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"348578",348578,"7818 MORRISON ST, MORRISONVILLE WI 53571","Dane County"
"348640",348640,"7844 MORRISON ST, MORRISONVILLE WI 53571","Dane County"
"348660",348660,"4644 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"348696",348696,"7781 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348711",348711,"4604 MEADOWLARK DR, MORRISONVILLE WI 53571","Dane County"
"348734",348734,"7744 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348754",348754,"4638 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"348840",348840,"7820 MORRISON ST, MORRISONVILLE WI 53571","Dane County"
"348843",348843,"7789 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348861",348861,"4615 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"348873",348873,"4718 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"348953",348953,"4696 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"348963",348963,"7776 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"348965",348965,"4598 MEADOWLARK DR, MORRISONVILLE WI 53571","Dane County"
"349062",349062,"4618 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"349098",349098,"4688 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"349111",349111,"4597 MEADOWLARK DR, MORRISONVILLE WI 53571","Dane County"
"349144",349144,"7839 LYNN ST, MORRISONVILLE WI 53571","Dane County"
"349214",349214,"4639 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"349402",349402,"7793 CLINTON RD, MORRISONVILLE WI 53571","Dane County"
"350976",350976,"N2665 COUNTY ROAD QQ UNIT SH250, KING WI 54946","Waupaca County"
"351986",351986,"493A TOWER RD, WYOCENA WI 53969","Columbia County"
"352626",352626,"480 SKARE RD APT 3, WYOCENA WI 53969","Columbia County"
"353337",353337,"410 NORTH AVE, MATTOON WI 54450","Shawano County"
"353733",353733,"N2665 COUNTY ROAD QQ UNIT MH213, KING WI 54946-0600","Waupaca County"
"353923",353923,"N3465 LIBERTY ST, PACKWAUKEE WI 53953","Marquette County"
"359225",359225,"N2665 COUNTY ROAD QQ UNIT MH353, KING WI 54946-0600","Waupaca County"
"364122",364122,"7864 MORRISON ST, MORRISONVILLE WI 53571","Dane County"
"364716",364716,"W5821 LAKE ST, PACKWAUKEE WI 53953","Marquette County"
"366053",366053,"W2071 HARRISON ST, FOREST JUNCTION WI 54123","Calumet County"
"366111",366111,"W5902 WISCONSIN ST, PACKWAUKEE WI 53953","Marquette County"
"366450",366450,"205 W MAIN ST, DICKEYVILLE WI 53808-9700","Grant County"
"367127",367127,"511 ALCAN DR, LAKE DELTON WI 53940","Sauk County"
"371431",371431,"155 W POLK ST, WYOCENA WI 53969","Columbia County"
"371769",371769,"9404 DREGERS WAY UNIT 113, MADISON WI 99999","Dane County"
"371770",371770,"9404 DREGERS WAY UNIT 113, VERONA WI 99998-____","Dane County"
"371897",371897,"580 N. MAIN STREET, MOUNT STERLING WI 54645","Crawford County"
"373693",373693,"510 PLUM ST, DICKEYVILLE WI 53808-6857","Grant County"
"375158",375158,"280 SHORE ACRES DR, WISC RAPIDS WI 54444-____","Wood County"
"384125",384125,"420 S BURRITT AVE UNIT 201, LAKE DELTON WI 53940","Sauk County"
"387102",387102,"364 LINCOLN, WYOCENA WI 53969","Columbia County"
"387422",387422,"600 MAIN ST, FAIRWATER WI 53931-9725","Fond du Lac County"
"388291",388291,"315 DOGWOOD LN, LAKE DELTON WI 53940","Sauk County"
"388441",388441,"N1676 WEST ST, LEBANON WI 53047","Dodge County"
"389892",389892,"3733 CORONADO ST, KIELER WI 53812","Grant County"
"390019",390019,"4695 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"391420",391420,"4699 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"391946",391946,"364 LINCOLN ST, WYOCENA WI 53969","Columbia County"
"393735",393735,"4610 IROQUOIS TR, MORRISONVILLE WI 53571","Dane County"
"394999",394999,"N2665 COUNTY ROAD QQ UNIT OH450, KING WI 54946-0600","Waupaca County"
"395964",395964,"193 CLIFFSIDE DR, LAKE DELTON WI 53940","Sauk County"
"396758",396758,"3713 COUNTY HIGHWAY M, MADISON WI 54444","Dane County"
"399404",399404,"E12209 WATERS EDGE CT, PR DU SAC WI 54444","Sauk County"
"400147",400147,"8301 OLD SAUK RD UNIT 7, MIDDLETON WI 99999","Dane County"
"403236",403236,"N2665 COUNTY ROAD QQ UNIT MH330, KING WI 54946-0600","Waupaca County"
"403237",403237,"N2665 COUNTY ROAD QQ UNIT MH328, KING WI 54946-0600","Waupaca County"
"403643",403643,"N2665 COUNTY ROAD QQ UNIT SH346B, KING WI 54946-0600","Waupaca County"
"404245",404245,"N2665 COUNTY ROAD QQ UNIT AH353, KING WI 54946-0600","Waupaca County"
"415019",415019,"8695 VILLAGE LN, STAR LAKE WI 54561","Vilas County"
"418903",418903,"2922 SETTLEMENT RD, EPHRAIM WI 54211","Door County"
"419870",419870,"404 OAKBROOK CT, LAKE DELTON WI 53940","Sauk County"
"423845",423845,"5109 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"430465",430465,"N8820 CHURCH ST, FOREST JUNCTION WI 54123","Calumet County"
"432960",432960,"14682 hwy 35, FERRYVILLE WI 54682","Crawford County"
"440664",440664,"N2665 COUNTY ROAD QQ UNIT MH309, KING WI 54946-0600","Waupaca County"
"442696",442696,"1801 LILAC LN APT 201, STEVENS POINT WI 99999","Portage County"
"442726",442726,"N2665 COUNTY ROAD QQ UNIT SH552, KING WI 54946-0600","Waupaca County"
"444882",444882,"N2665 COUNTY ROAD QQ SH276B, KING WI 54946-0600","Waupaca County"
"446464",446464,"N2665 COUNTY ROAD QQ OH438, KING WI 54946-0600","Waupaca County"
"448075",448075,"N1799 COUNTY ROAD R APT 4, LEBANON WI 53047","Dodge County"
"448833",448833,"496 TOWER RD, WYOCENA WI 53969","Columbia County"
"450703",450703,"4659 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"454423",454423,"W7092 HWY 51 & 60, ARLINGTON WI 53911","Columbia County"
"459972",459972,"240 NORTH AVE, DICKEYVILLE WI 53808-6849","Grant County"
"466991",466991,"N2665 COUNTY ROAD QQ UNIT OH220, KING WI 54946-0600","Waupaca County"
"469264",469264,"7181 B FONTAINE BLVD APT 206, MIDDLETON WI 99999","Dane County"
"470062",470062,"5118 LAKEWIND DR, BUTTE DES MORTS WI 54927","Winnebago County"
"470266",470266,"W4669 GREENDALE ST, LEBANON WI 53047","Dodge County"
"472382",472382,"W243N2315 SADDLE BROOK DR APT 12, PEWAUKEE WI 54444","Waukesha County"
"473604",473604,"4687 COUNTY ROAD DM, MORRISONVILLE WI 53571","Dane County"
"474564",474564,"542 HURCULES TR, MADISON WI","Dane County"
"475522",475522,"420 S BURRITT AVE UNIT 202, LAKE DELTON WI 53940","Sauk County"
"478260",478260,"6541 WILLIAMSBURG WAY MISMATCH, CALEDONIA WI 99999","Racine County"
"478595",478595," N ADDRESS GIVEN,  WI","Milwaukee County"
"479072",479072,"805 BUTLER AVE APT A, WINNEBAGO WI 54985","Winnebago County"
"485231",485231,"85 GRAND CANYON DR 82, LAKE DELTON WI 53940","Sauk County"
"485865",485865,"N2665 COUNTY ROAD QQ UNIT SH272, KING WI 54946-0600","Waupaca County"
"485895",485895,"1 SPRUCE ST, MADISON WI","Dane County"
"486547",486547,"245 N CENTER ST, DICKEYVILLE WI 53808-6811","Grant County"
"488148",488148,"6314 MCKEE ROAD, FITCHBURG WI 99999","Dane County"
"488585",488585,"5706 22ND AVE UPPR, KENOSHA WI 99999","Kenosha County"
"490081",490081,"1699 STATE ROAD 120, SPRINGFIELD WI 53176","Walworth County"
"490091",490091,"430 W MAIN ST, DICKEYVILLE WI 53808-6843","Grant County"
"491265",491265,"135 GRAND CANYON DR UNIT 215, LAKE DELTON WI 53940","Sauk County"
"493197",493197,"W2965 RAILROAD ST UPPR, DOYLESTOWN WI 53928","Columbia County"
"495074",495074,"483 N POLK ST, WYOCENA WI 53969","Columbia County"
"495782",495782,"W5842 LAKE ST, PACKWAUKEE WI 53953","Marquette County"
"498463",498463,"151 RIDGE DR, LAKE DELTON WI 53940","Sauk County"
"502668",502668,"W5910 LAKE ST, PACKWAUKEE WI 53953","Marquette County"
"502885",502885,"365 BLAINE STREET, WYOCENA WI 53969","Columbia County"
"503021",503021,"365 BLAINE ST, WYOCENA WI 53969","Columbia County"
"507940",507940,"N3431 LIBERTY ST, PACKWAUKEE WI 53953","Marquette County"
"509559",509559,"14990 S WHITEFISH LAKE RD, WASCOTT WI 54890","Douglas County"
"509726",509726,"N2665 COUNTY ROAD QQ UNIT SH352, KING WI 54946-0600","Waupaca County"
"512702",512702,"35001 OAK KNOLL RD, ROCHESTER WI 53167","Racine County"
"512763",512763,"28919 WASHINGTON AVE, ROCHESTER WI 53167","Racine County"
"512793",512793,"227 ROYAL HILL CT, ROCHESTER WI 54444","Racine County"
"512838",512838,"34626 ACADEMY RD, ROCHESTER WI 53167","Racine County"
"512957",512957,"347 ORCHARD ST, ROCHESTER WI 54444","Racine County"
"512983",512983,"35103 WASHINGTON AVE, ROCHESTER WI 53167","Racine County"
"512997",512997,"346 WOODLAWN AVE, ROCHESTER WI 53167","Racine County"
"513174",513174,"403 ABBEY, ROCHESTER WI 53167","Racine County"
"513175",513175,"208 E ELA ST, ROCHESTER WI 53167","Racine County"
"513194",513194,"29421 JUNE LN, ROCHESTER WI 53167","Racine County"
"513227",513227,"107 N MUSQUEQUACK ST APT 2, ROCHESTER WI 53167","Racine County"
"513242",513242,"300 E SPRING ST K, ROCHESTER WI 53167","Racine County"
"513287",513287,"107 N MUSQUEQUACK ST 1, ROCHESTER WI 53167","Racine County"
"513420",513420,"207 E ELA ST, ROCHESTER WI 53167","Racine County"
"513537",513537,"N553 STATION ST, ZENDA WI 53195","Walworth County"
"513560",513560,"N501 ZENDA RD, ZENDA WI 53195","Walworth County"
"513586",513586,"N604 MILL RD, ZENDA WI 53195","Walworth County"
"513606",513606,"W3751 FRANKLIN WALSH ST, ZENDA WI 53195","Walworth County"
"513619",513619,"N607 PLEASANT ST, ZENDA WI 53195","Walworth County"
"513705",513705,"N514 ZENDA RD, ZENDA WI 53195","Walworth County"
"513733",513733,"N599 MILL RD, ZENDA WI 53195","Walworth County"
"513734",513734,"W3861 COUNTY ROAD B, ZENDA WI 53195","Walworth County"
"513749",513749,"W3861 COUNTY ROAD B RD, ZENDA WI 53195","Walworth County"
"513778",513778,"N589 ZENDA RD, ZENDA WI 53195","Walworth County"
"513791",513791,"W3750 FOREST GLEN ST, ZENDA WI 53195","Walworth County"
"513813",513813,"N615 PLEASANT ST, ZENDA WI 53195","Walworth County"
"513880",513880,"N567 PLEASANT ST, ZENDA WI 53195","Walworth County"
"513884",513884,"N650 PLEASANT ST, ZENDA WI 53195","Walworth County"
"514309",514309,"N622 PLEASANT ST, ZENDA WI 53195","Walworth County"
"516245",516245,"N9189 OLD CNTY HIGHWAY P, WHITEWATER WI 54444","Walworth County"
"522091",522091,"E9094 BOWMAN CT, READFIELD WI 54969","Waupaca County"
"522165",522165,"5811 20TH AVE LOWR, KENOSHA WI 99999","Kenosha County"
"522854",522854,"39215 87TH ST, POWERS LAKE WI 53159","Kenosha County"
"523173",523173,"38817 90TH ST, GENOA CITY WI 54444","Kenosha County"
"523251",523251,"34331 BASSETT RD, BASSETT WI 53101","Kenosha County"
"523704",523704,"34514 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"523917",523917,"11111 306TH AVE, WILMOT WI 53192","Kenosha County"
"523986",523986,"30732 114TH ST, WILMOT WI 53192","Kenosha County"
"524059",524059,"11707 304TH AVE, WILMOT WI 53192","Kenosha County"
"524068",524068,"11406 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"524331",524331,"11541 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"524357",524357,"12400 304TH AVE, WILMOT WI 53192","Kenosha County"
"524415",524415,"30727 113TH ST, WILMOT WI 53192","Kenosha County"
"524430",524430,"30714 112TH ST, WILMOT WI 53192","Kenosha County"
"524510",524510,"30614 119TH ST, WILMOT WI 53192","Kenosha County"
"524547",524547,"9730 276TH AVE APT 3, CAMP LAKE WI 53109","Kenosha County"
"524705",524705,"11526 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"524708",524708,"11629 304TH AVE, WILMOT WI 53192","Kenosha County"
"524711",524711,"11535 304TH AVE, WILMOT WI 53192","Kenosha County"
"524806",524806,"0 BAD ADDRESS 2, NONE WI 99999","Kenosha County"
"524823",524823,"2550 HIDDEN CIR, ROCHESTER WI 54444","Racine County"
"524831",524831,"30617 113TH ST, WILMOT WI 53192","Kenosha County"
"524854",524854,"11157 306TH AVE, WILMOT WI 53192","Kenosha County"
"525164",525164,"30729 112TH ST, WILMOT WI 53192","Kenosha County"
"525187",525187,"12605 224TH AVE, BENET LAKE WI 53102-1000","Kenosha County"
"525207",525207,"12101 304TH AVE, WILMOT WI 53192","Kenosha County"
"525208",525208,"12001 304TH AVE, WILMOT WI 53192","Kenosha County"
"525220",525220,"11330 308TH AVE, WILMOT WI 53192","Kenosha County"
"525221",525221,"11300 308TH AVE, WILMOT WI 53192","Kenosha County"
"525241",525241,"12323 304TH AVE, WILMOT WI 53192","Kenosha County"
"525292",525292,"11611 306TH CT, WILMOT WI 53192","Kenosha County"
"525340",525340,"34510 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"525511",525511,"12402 304TH AVE, WILMOT WI 53192","Kenosha County"
"525532",525532,"11107 306TH AVE, WILMOT WI 53192","Kenosha County"
"525556",525556,"11302 308TH AVE, WILMOT WI 53192","Kenosha County"
"525630",525630,"30615 113TH ST, WILMOT WI 53192","Kenosha County"
"525669",525669,"30626 117TH ST, WILMOT WI 53192","Kenosha County"
"525782",525782,"11811 304TH AVE, WILMOT WI 53192","Kenosha County"
"526026",526026,"11323 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526052",526052,"30611 113TH ST, WILMOT WI 53192","Kenosha County"
"526077",526077,"11332 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526285",526285,"12133 304TH AVE, WILMOT WI 53192","Kenosha County"
"526312",526312,"8128 305TH CT, CAMP LAKE WI 53109","Kenosha County"
"526338",526338,"11325 306TH CT, WILMOT WI 53192","Kenosha County"
"526351",526351,"11603 306TH CT, WILMOT WI 53192","Kenosha County"
"526451",526451,"11619 306TH CT, WILMOT WI 53192","Kenosha County"
"526515",526515,"30221 WILMOT RD, WILMOT WI 53109","Kenosha County"
"526548",526548,"30626 112TH ST, WILMOT WI 53192","Kenosha County"
"526644",526644,"31105 114TH ST, WILMOT WI 53192","Kenosha County"
"526646",526646,"31105 HIGHWAY C, WILMOT WI 53192","Kenosha County"
"526653",526653,"11240 308TH AVE, WILMOT WI 53192","Kenosha County"
"526666",526666,"30914 114TH ST, WILMOT WI 53192","Kenosha County"
"526673",526673,"9730 276TH AVE, CAMP LAKE WI 53109","Kenosha County"
"526679",526679,"30702 111TH ST, WILMOT WI 53192","Kenosha County"
"526709",526709,"11126 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526729",526729,"11905 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526745",526745,"10616 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526775",526775,"11903 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"526802",526802,"31117 114TH ST, WILMOT WI 53192","Kenosha County"
"526843",526843,"11807 306TH CT, WILMOT WI 53192","Kenosha County"
"527073",527073,"11316 308TH AVE, WILMOT WI 53192","Kenosha County"
"527106",527106,"30729 113TH ST, WILMOT WI 53192","Kenosha County"
"527191",527191,"11305 308TH AVE, WILMOT WI 53192","Kenosha County"
"527359",527359,"30716 114TH ST, WILMOT WI 53192","Kenosha County"
"527939",527939,"115 SANDSTONE RD APT 90, LAKE DELTON WI 53940","Sauk County"
"529924",529924,"300 E SPRING ST L, ROCHESTER WI 53167","Racine County"
"530779",530779,"1274 village centre dr #2, KENOSHA WI 53144-1182","Kenosha County"
"531207",531207,"34500 63RD ST, NEW MUNSTER WI 53152","Kenosha County"
"531296",531296,"4810 352ND AVE, NEW MUNSTER WI 53152","Kenosha County"
"531371",531371,"34416 63RD ST, NEW MUNSTER WI 53152","Kenosha County"
"531373",531373,"2696 27 5/16 ST, MIKANA WI 54857","Barron County"
"531391",531391,"34516 63RD ST, NEW MUNSTER WI 53152","Kenosha County"
"531399",531399,"6502 347TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531419",531419,"6301 344TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531446",531446,"5200 HIGHWAY 83, NEW MUNSTER WI 53152","Kenosha County"
"531487",531487,"34500 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531497",531497,"36211 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531503",531503,"7101 352ND AVE, NEW MUNSTER WI 53152","Kenosha County"
"531540",531540,"6534 347TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531666",531666,"34509 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531712",531712,"11325 FOX RIVER RD, WILMOT WI 53192","Kenosha County"
"531713",531713,"34414 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531737",531737,"7515 331ST AVE, NEW MUNSTER WI 53152","Kenosha County"
"531758",531758,"34512 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531770",531770,"6430 347TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531772",531772,"4714 328TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531773",531773,"34605 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531801",531801,"33202 73RD ST, NEW MUNSTER WI 53152","Kenosha County"
"531835",531835,"6421 347TH AVE, NEW MUNSTER WI 53152","Kenosha County"
"531845",531845,"34617 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
"531877",531877,"34404 GENEVA RD, NEW MUNSTER WI 53152","Kenosha County"
